Day,Source,Target,SNS Source,SNS Target
2020-11-27,TG__74,TG__218,TG,TG
2020-11-27,TG__74,TG__218,TG,TG
2020-11-27,TG__74,TG__218,TG,TG
2020-11-27,TG__74,TG__218,TG,TG
2020-11-27,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__199,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__218,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-28,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__218,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__218,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__218,TG,TG
2020-11-29,TG__74,TG__142,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-29,TG__74,TG__218,TG,TG
2020-11-29,TG__74,TG__146,TG,TG
2020-11-30,TG__74,TG__218,TG,TG
2020-11-30,TG__74,TG__146,TG,TG
2020-11-30,TG__74,TG__146,TG,TG
2020-11-30,TG__74,TG__199,TG,TG
2020-11-30,TG__74,TG__218,TG,TG
2020-11-30,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__146,TG,TG
2020-12-01,TG__74,TG__146,TG,TG
2020-12-01,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__146,TG,TG
2020-12-01,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__199,TG,TG
2020-12-01,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__218,TG,TG
2020-12-01,TG__74,TG__146,TG,TG
2020-12-02,TG__74,TG__122,TG,TG
2020-12-02,TG__74,TG__218,TG,TG
2020-12-03,TG__74,TG__218,TG,TG
2020-12-03,TG__74,TG__218,TG,TG
2020-12-03,TG__74,TG__64,TG,TG
2020-11-07,TG__99,TG__218,TG,TG
2020-11-19,TG__99,TG__152,TG,TG
2020-12-02,TG__108,TG__128,TG,TG
2020-11-22,TG__183,TG__170,TG,TG
2020-11-01,TG__73,TG__146,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-01,TG__73,TG__146,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-01,TG__73,TG__146,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-01,TG__73,TG__218,TG,TG
2020-11-02,TG__73,TG__218,TG,TG
2020-11-02,TG__73,TG__146,TG,TG
2020-11-02,TG__73,TG__146,TG,TG
2020-11-02,TG__73,TG__218,TG,TG
2020-11-02,TG__73,TG__218,TG,TG
2020-11-03,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__122,TG,TG
2020-11-04,TG__73,TG__122,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__122,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__146,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-04,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__146,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__146,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__140,TG,TG
2020-11-05,TG__73,TG__140,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__199,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__122,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-05,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__152,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__173,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__218,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__122,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__146,TG,TG
2020-11-06,TG__73,TG__199,TG,TG
2020-11-06,TG__73,TG__199,TG,TG
2020-11-07,TG__73,TG__152,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__146,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__218,TG,TG
2020-11-07,TG__73,TG__146,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__146,TG,TG
2020-11-07,TG__73,TG__146,TG,TG
2020-11-07,TG__73,TG__142,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__122,TG,TG
2020-11-07,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__142,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__218,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__218,TG,TG
2020-11-08,TG__73,TG__140,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__140,TG,TG
2020-11-08,TG__73,TG__140,TG,TG
2020-11-08,TG__73,TG__140,TG,TG
2020-11-08,TG__73,TG__140,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__218,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__218,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__146,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-08,TG__73,TG__218,TG,TG
2020-11-09,TG__73,TG__218,TG,TG
2020-11-08,TG__73,TG__122,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__122,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__200,TG,TG
2020-11-09,TG__73,TG__218,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__218,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__140,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__218,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-09,TG__73,TG__122,TG,TG
2020-11-09,TG__73,TG__218,TG,TG
2020-11-09,TG__73,TG__122,TG,TG
2020-11-09,TG__73,TG__122,TG,TG
2020-11-09,TG__73,TG__146,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__140,TG,TG
2020-11-10,TG__73,TG__140,TG,TG
2020-11-10,TG__73,TG__140,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__140,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__140,TG,TG
2020-11-10,TG__73,TG__140,TG,TG
2020-11-10,TG__73,TG__146,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__146,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__122,TG,TG
2020-11-10,TG__73,TG__146,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-10,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__199,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__152,TG,TG
2020-11-11,TG__73,TG__199,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__218,TG,TG
2020-11-11,TG__73,TG__122,TG,TG
2020-11-11,TG__73,TG__140,TG,TG
2020-11-11,TG__73,TG__199,TG,TG
2020-11-11,TG__73,TG__146,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__140,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__146,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__140,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__218,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__122,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-12,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__152,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__218,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__122,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__152,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__218,TG,TG
2020-11-13,TG__73,TG__199,TG,TG
2020-11-13,TG__73,TG__140,TG,TG
2020-11-13,TG__73,TG__140,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__122,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__52,TG,TG
2020-11-13,TG__73,TG__146,TG,TG
2020-11-14,TG__73,TG__146,TG,TG
2020-11-14,TG__73,TG__218,TG,TG
2020-11-14,TG__73,TG__218,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__122,TG,TG
2020-11-14,TG__73,TG__218,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__122,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__218,TG,TG
2020-11-14,TG__73,TG__218,TG,TG
2020-11-14,TG__73,TG__122,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__52,TG,TG
2020-11-14,TG__73,TG__122,TG,TG
2020-11-15,TG__73,TG__152,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-15,TG__73,TG__152,TG,TG
2020-11-15,TG__73,TG__122,TG,TG
2020-11-15,TG__73,TG__146,TG,TG
2020-11-15,TG__73,TG__122,TG,TG
2020-11-15,TG__73,TG__218,TG,TG
2020-11-15,TG__73,TG__218,TG,TG
2020-11-15,TG__73,TG__146,TG,TG
2020-11-15,TG__73,TG__218,TG,TG
2020-11-15,TG__73,TG__218,TG,TG
2020-11-15,TG__73,TG__146,TG,TG
2020-11-15,TG__73,TG__199,TG,TG
2020-11-15,TG__73,TG__146,TG,TG
2020-11-15,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__146,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__146,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__146,TG,TG
2020-11-16,TG__73,TG__45,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__140,TG,TG
2020-11-16,TG__73,TG__140,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__146,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__146,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__146,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__122,TG,TG
2020-11-16,TG__73,TG__218,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-16,TG__73,TG__52,TG,TG
2020-11-17,TG__73,TG__140,TG,TG
2020-11-17,TG__73,TG__122,TG,TG
2020-11-17,TG__73,TG__146,TG,TG
2020-11-17,TG__73,TG__146,TG,TG
2020-11-17,TG__73,TG__146,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-17,TG__73,TG__52,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-17,TG__73,TG__52,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-17,TG__73,TG__146,TG,TG
2020-11-17,TG__73,TG__146,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-17,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__138,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__140,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__52,TG,TG
2020-11-18,TG__73,TG__140,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__146,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__146,TG,TG
2020-11-18,TG__73,TG__146,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__122,TG,TG
2020-11-18,TG__73,TG__146,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-18,TG__73,TG__218,TG,TG
2020-11-19,TG__73,TG__218,TG,TG
2020-11-19,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__146,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__146,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__140,TG,TG
2020-11-20,TG__73,TG__140,TG,TG
2020-11-20,TG__73,TG__146,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__52,TG,TG
2020-11-20,TG__73,TG__142,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-20,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__146,TG,TG
2020-11-21,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__146,TG,TG
2020-11-21,TG__73,TG__146,TG,TG
2020-11-21,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__218,TG,TG
2020-11-21,TG__73,TG__146,TG,TG
2020-11-21,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__218,TG,TG
2020-11-22,TG__73,TG__500,TG,TG
2020-11-22,TG__73,TG__218,TG,TG
2020-11-22,TG__73,TG__218,TG,TG
2020-11-22,TG__73,TG__218,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-22,TG__73,TG__52,TG,TG
2020-11-22,TG__73,TG__146,TG,TG
2020-11-23,TG__73,TG__199,TG,TG
2020-11-23,TG__73,TG__199,TG,TG
2020-11-23,TG__73,TG__218,TG,TG
2020-11-23,TG__73,TG__218,TG,TG
2020-11-24,TG__73,TG__231,TG,TG
2020-11-25,TG__73,TG__146,TG,TG
2020-11-24,TG__73,TG__199,TG,TG
2020-11-24,TG__73,TG__122,TG,TG
2020-11-24,TG__73,TG__218,TG,TG
2020-11-24,TG__73,TG__218,TG,TG
2020-11-24,TG__73,TG__218,TG,TG
2020-11-24,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__146,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__52,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-25,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__122,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__122,TG,TG
2020-11-26,TG__73,TG__142,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__122,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__122,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__122,TG,TG
2020-11-26,TG__73,TG__218,TG,TG
2020-11-26,TG__73,TG__146,TG,TG
2020-11-26,TG__73,TG__146,TG,TG
2020-11-27,TG__73,TG__122,TG,TG
2020-11-27,TG__73,TG__218,TG,TG
2020-11-27,TG__73,TG__218,TG,TG
2020-11-27,TG__73,TG__218,TG,TG
2020-11-27,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-27,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__199,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__218,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-28,TG__73,TG__146,TG,TG
2020-11-29,TG__73,TG__142,TG,TG
